City,Health Center Name,State,address,combinedKey,contact,lat,lon,name
NORWALK,"NORWALK COMMUNITY HEALTH CENTER, INC.",CT,"120 Connecticut Ave, Norwalk, CT 06854, USA","NORWALK COMMUNITY HEALTH CENTER, INC., NORWALK, CT",(203) 851-1000,41.105916,-73.4281171,Norwalk Community Health Center (NCHC)
WATERBURY,"STAYWELL HEALTH CARE, INC.",CT,"80 Phoenix Ave, Waterbury, CT 06702, USA","STAYWELL HEALTH CARE, INC., WATERBURY, CT",(203) 756-8021,41.5575266,-73.0389892,StayWell Health Center
WILLIMANTIC,"GENERATIONS FAMILY HEALTH CENTER, INC.",CT,"40 Mansfield Ave, Willimantic, CT 06226, USA","GENERATIONS FAMILY HEALTH CENTER, INC., WILLIMANTIC, CT",(860) 450-7471,41.7155558,-72.2253471,Generations Family Health Center
GEORGETOWN,"LA RED HEALTH CENTER, INC.",DE,"21444 Carmean Way, Georgetown, DE 19947, USA","LA RED HEALTH CENTER, INC., GEORGETOWN, DE",(302) 855-1233,38.6996842,-75.4048154,La Red Health Center
WILMINGTON,SOUTHBRIDGE MEDICAL ADVISORY COUNCIL INC,DE,"601 New Castle Ave, Wilmington, DE 19801, USA","SOUTHBRIDGE MEDICAL ADVISORY COUNCIL INC, WILMINGTON, DE",(302) 655-6187,39.7275201,-75.54379940000003,Henrietta Johnson Medical Center: Thompson Nadine MD
WILMINGTON,"WESTSIDE FAMILY HEALTHCARE, INC.",DE,"908 16th St B, Wilmington, DE 19802, USA","WESTSIDE FAMILY HEALTHCARE, INC., WILMINGTON, DE",(302) 575-1414,39.7458426,-75.5344517,Westside Family Healthcare
WASHINGTON,"BREAD FOR THE CITY, INC.",DC,"1640 Good Hope Rd SE, Washington, DC 20020, USA","BREAD FOR THE CITY, INC., WASHINGTON, DC",(202) 265-2400,38.866205,-76.9811,Bread For the City
WASHINGTON,"COMMUNITY OF HOPE, INC.",DC,"4 Atlantic St SW, Washington, DC 20032, USA","COMMUNITY OF HOPE, INC., WASHINGTON, DC",(202) 407-7747,38.8311595,-77.0087077,Community of Hope
WASHINGTON,"ELAINE ELLIS CENTER OF HEALTH, INC.",DC,"1627 Kenilworth Avenue Northeast, Washington, DC 20019, USA","ELAINE ELLIS CENTER OF HEALTH, INC., WASHINGTON, DC",(202) 803-2340,38.9117325,-76.9339373,Elaine Ellis Center of Health
WASHINGTON,FAMILY AND MEDICAL COUNSELING SERVICE INC,DC,"2041 Martin Luther King Jr Ave SE, Washington, DC 20020, USA","FAMILY AND MEDICAL COUNSELING SERVICE INC, WASHINGTON, DC",(202) 889-7900,38.8658935,-76.9898272,Family and Medical Counseling Service Inc
WASHINGTON,"LA CLINICA DEL PUEBLO, INC.",DC,"2831 15th St NW, Washington, DC 20009, USA","LA CLINICA DEL PUEBLO, INC., WASHINGTON, DC",(202) 462-4788,38.9258997,-77.03516359999998,La Clinica Del Pueblo
WASHINGTON,"MARY'S CENTER FOR MATERNAL AND CHILD CARE, INC.",DC,"2333 Ontario Rd NW, Washington, DC 20009, USA","MARY'S CENTER FOR MATERNAL AND CHILD CARE, INC., WASHINGTON, DC",(202) 483-8196,38.9209842,-77.0398043,Mary's Center
WASHINGTON,"UNITY HEALTH CARE, INC.",DC,"4130 Hunt Pl NE, Washington, DC 20019, USA","UNITY HEALTH CARE, INC., WASHINGTON, DC",(202) 388-8160,38.9006279,-76.9429305,Unity Health Care Inc
CHUUK,CHUUK STATE DEPARTMENT OF HEALTH SERVICES,FM,"Weno, Chuuk, Federated States of Micronesia","CHUUK STATE DEPARTMENT OF HEALTH SERVICES, CHUUK, FM",330 3069,7.4528776,151.8454065,Chuuk State Project Management Office
POHNPEI,POHNPEI COMMUNITY HEALTH CENTRE,FM,"Kolonia, Pohnpei 96941, Federated States of Micronesia","POHNPEI COMMUNITY HEALTH CENTRE, POHNPEI, FM",320 2438,6.9642614,158.21331469999996,Pohnpei Community Health Center
YAP,YAP STATE DEPARTMENT OF HEALTH SERVICES,FM,"Unnamed Road,, Colonia, Yap, Federated States of Micronesia","YAP STATE DEPARTMENT OF HEALTH SERVICES, YAP, FM",350 2115,9.523426,138.1253743,Yap Memorial Hospital
BOYNTON BEACH,"GENESIS COMMUNITY HEALTH, INC.",FL,"709 South S Federal Hwy Suite 3, Boynton Beach, FL 33435, USA","GENESIS COMMUNITY HEALTH, INC., BOYNTON BEACH, FL",(561) 735-6553,26.5214308,-80.058251,Genesis Community Health: Boynton Beach Medical
CLEARWATER,"PINELLAS, COUNTY OF",FL,"Clearwater, FL, USA","PINELLAS, COUNTY OF, CLEARWATER, FL",,27.9658533,-82.8001026,Clearwater
CUTLER BAY,"COMMUNITY HEALTH SOUTH FLORIDA, INC.",FL,"10300 SW 216th St, Miami, FL 33190, USA","COMMUNITY HEALTH SOUTH FLORIDA, INC., CUTLER BAY, FL",(305) 253-5100,25.5656019,-80.35778979999998,Community Health of South Florida Inc: Doris Ison Health Center
DADE CITY,"PREMIER COMMUNITY HEALTHCARE GROUP, INC.",FL,"37944 Church Ave, Dade City, FL 33525, USA","PREMIER COMMUNITY HEALTHCARE GROUP, INC., DADE CITY, FL",(352) 518-2000,28.3626964,-82.1878504,Premier Community HealthCare Group
DEFUNIAK SPGS,"HEALTH, FLORIDA DEPARTMENT OF",FL,"362 FL-83, Defuniak Springs, FL 32433, USA","HEALTH, FLORIDA DEPARTMENT OF, DEFUNIAK SPGS, FL",(850) 892-8015,30.7260483,-86.1133325,Walton County Public Health Department
FELLSMERE,"TREASURE COAST COMMUNITY HEALTH, INC.",FL,"12196 Co Rd 512, Fellsmere, FL 32948, USA","TREASURE COAST COMMUNITY HEALTH, INC., FELLSMERE, FL",(772) 257-8224,27.7686272,-80.5767013,Treasure Coast Community Health (TCCH) Fellsmere
FORT MYERS,"FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA, INC.",FL,"2256 Heitman St, Fort Myers, FL 33901, USA","FAMILY HEALTH CENTERS OF SOUTHWEST FLORIDA, INC., FORT MYERS, FL",(239) 278-3600,26.6360087,-81.8709081,Family Health Centers Of Southwest Fl
FT LAUDERDALE,NORTH BROWARD HOSPITAL DISTRICT,FL,"303 SE 17th St, Fort Lauderdale, FL 33316, USA","NORTH BROWARD HOSPITAL DISTRICT, FT LAUDERDALE, FL",(954) 759-7400,26.101307,-80.1395363,North Broward Hospital District
HIALEAH,"CITRUS HEALTH NETWORK, INC.",FL,"4175 W 20th Ave, Hialeah, FL 33012, USA","CITRUS HEALTH NETWORK, INC., HIALEAH, FL",(305) 825-0300,25.859739,-80.321635,"Citrus Health Network, Inc. 0600"
HOLLYWOOD,"BROWARD COMMUNITY AND FAMILY HEALTH CENTERS, INC.",FL,"5010-5012 Hollywood Blvd, Hollywood, FL 33021, USA","BROWARD COMMUNITY AND FAMILY HEALTH CENTERS, INC., HOLLYWOOD, FL",(954) 967-0028,26.009986,-80.194399,Broward Community and Family Health Centers
IMMOKALEE,"COLLIER HEALTH SERVICES, INC.",FL,"1454 Madison Ave W, Immokalee, FL 34142, USA","COLLIER HEALTH SERVICES, INC., IMMOKALEE, FL",(239) 658-3000,26.4428234,-81.43208309999999,Healthcare Network | Dental Care
JACKSONVILLE,"AGAPE COMMUNITY HEALTH CENTER, INC.",FL,"120 King St, Jacksonville, FL 32204, USA","AGAPE COMMUNITY HEALTH CENTER, INC., JACKSONVILLE, FL",(904) 760-4904,30.32909170000001,-81.6973579,"Agape Community Health Center, Inc."
JACKSONVILLE,"I.M. SULZBACHER CENTER FOR THE HOMELESS, INC.",FL,"611 E Adams St, Jacksonville, FL 32202, USA","I.M. SULZBACHER CENTER FOR THE HOMELESS, INC., JACKSONVILLE, FL",(904) 359-0457,30.3268021,-81.6497038,Sulzbacher Center
MIAMI,"BANYAN COMMUNITY HEALTH CENTER, INC.",FL,"3850 W Flagler St, Miami, FL 33134, USA","BANYAN COMMUNITY HEALTH CENTER, INC., MIAMI, FL",(305) 774-3300,25.77154800000001,-80.2582562,Banyan Health Systems
MIAMI,"BORINQUEN HEALTH CARE CENTER, INC.",FL,"10528 SW 8th St, Miami, FL 33174, USA","BORINQUEN HEALTH CARE CENTER, INC., MIAMI, FL",(305) 552-1201,25.7607384,-80.36671770000002,Borinquen Health Care Center
MIAMI,CAMILLUS HEALTH CONCERN INC,FL,"336 NW 5th St, Miami, FL 33128, USA","CAMILLUS HEALTH CONCERN INC, MIAMI, FL",(305) 577-4840,25.7785411,-80.2004801,Camillus Health Concern
MIAMI,CARE RESOURCE COMMUNITY HEALTH CENTERS INCORPORATED,FL,"3801 Biscayne Blvd 2nd floor, Miami, FL 33137, USA","CARE RESOURCE COMMUNITY HEALTH CENTERS INCORPORATED, MIAMI, FL",(305) 576-1234,25.8126663,-80.18887059999999,Care Resource Community Health Centers
MIAMI,"EMPOWER U, INCORPORATED",FL,"7900 NW 27th Ave Suite E12, Miami, FL 33147, USA","EMPOWER U, INCORPORATED, MIAMI, FL",(786) 318-2337,25.8482694,-80.24381650000002,Empower U Inc
MIAMI,"JESSIE TRICE COMMUNITY HEALTH SYSTEM, INC.",FL,"5361 NW 22nd Ave, Miami, FL 33142, USA","JESSIE TRICE COMMUNITY HEALTH SYSTEM, INC., MIAMI, FL",(305) 637-6400,25.8239742,-80.2322423,"Jessie Trice Community Health Center, Inc"
MIAMI BEACH,MIAMI BEACH COMMUNITY HEALTH CENTER INC.,FL,"1221 71st St, Miami Beach, FL 33141, USA","MIAMI BEACH COMMUNITY HEALTH CENTER INC., MIAMI BEACH, FL",(305) 538-8835,25.8546303,-80.13208840000001,Miami Beach Community Health Center
MIAMI GARDENS,"CENTER FOR FAMILY AND CHILD ENRICHMENT, INC., THE",FL,"1825 NW 167th St, Miami Gardens, FL 33056, USA","CENTER FOR FAMILY AND CHILD ENRICHMENT, INC., THE, MIAMI GARDENS, FL",(305) 624-7450,25.9275741,-80.2310256,"Center for Family and Child Enrichment, Inc. (CFCE)"
OCALA,"HEART OF FLORIDA HEALTH CENTER, INC.",FL,"1025 SW 1st Ave, Ocala, FL 34471, USA","HEART OF FLORIDA HEALTH CENTER, INC., OCALA, FL",(352) 732-6599,29.1787634,-82.1373973,Heart of Florida Health Center Central
ORLANDO,"HEALTH CARE CENTER FOR THE HOMELESS, INC.",FL,"232 Orange Blossom Trail, Orlando, FL 32805, USA","HEALTH CARE CENTER FOR THE HOMELESS, INC., ORLANDO, FL",(407) 428-5751,28.5453723,-81.3978235,Health Care Center for the Homeless
PALATKA,"RURAL HEALTH CARE, INCORPORATED",FL,"2503 President St, Palatka, FL 32177, USA","RURAL HEALTH CARE, INCORPORATED, PALATKA, FL",,29.641419800000005,-81.65515409999998,Rural Health Care Inc
PALMETTO,"MCR HEALTH, INC.",FL,"700 8th Ave W #101, Palmetto, FL 34221, USA","MCR HEALTH, INC., PALMETTO, FL",(941) 776-4000,27.5178734,-82.5726252,MCR Health
PANAMA CITY,PANCARE OF FLORIDA INC,FL,"403 E 11th St, Panama City, FL 32401, USA","PANCARE OF FLORIDA INC, PANAMA CITY, FL",(850) 767-3350,30.1680964,-85.65533640000002,PanCare Health
PENSACOLA,"ESCAMBIA COMMUNITY CLINICS, INC.",FL,"14 W Jordan St, Pensacola, FL 32501, USA","ESCAMBIA COMMUNITY CLINICS, INC., PENSACOLA, FL",(850) 436-4630,30.4338425,-87.22113309999996,"Escambia Community Clinics, Inc."
PIERSON,"NORTHEAST FLORIDA HEALTH SERVICES, INC.",FL,"216 N Frederick St, Pierson, FL 32180, USA","NORTHEAST FLORIDA HEALTH SERVICES, INC., PIERSON, FL",(386) 749-2883,29.2446036,-81.4593398,Pierson Medical Services
RUSKIN,"SUNCOAST COMMUNITY HEALTH CENTERS, INC.",FL,"2814 14th Ave SE, Ruskin, FL 33570, USA","SUNCOAST COMMUNITY HEALTH CENTERS, INC., RUSKIN, FL",(813) 653-6100,27.7065186,-82.3948005,Ruskin Health Center - Suncoast Community Health Centers
SAINT PETERSBURG,"COMMUNITY HEALTH CENTERS OF PINELLAS, INC.",FL,"1344 22nd St S, St. Petersburg, FL 33712, USA","COMMUNITY HEALTH CENTERS OF PINELLAS, INC., SAINT PETERSBURG, FL",(727) 824-8181,27.7569067,-82.662824,"Community Health Centers of Pinellas, Inc."
SANFORD,"CENTRAL FLORIDA FAMILY HEALTH CENTER, INC.",FL,"4930 E Lake Mary Blvd, Sanford, FL 32771, USA","CENTRAL FLORIDA FAMILY HEALTH CENTER, INC., SANFORD, FL",(407) 322-8645,28.792292,-81.21353640000002,True Health - Sanford
SUMTERVILLE,"PROJECT HEALTH, INC.",FL,"1389 US-301, Sumterville, FL 33585, USA","PROJECT HEALTH, INC., SUMTERVILLE, FL",(352) 793-5900,28.7362065,-82.0675312,Langley Health Services
TALLAHASSEE,"BOND COMMUNITY HEALTH CENTER, INC.",FL,"1720 S Gadsden St, Tallahassee, FL 32301, USA","BOND COMMUNITY HEALTH CENTER, INC., TALLAHASSEE, FL",(850) 576-4073,30.4253402,-84.278648,Bond Community Health Center Inc.
TALLAHASSEE,NEIGHBORHOOD MEDICAL CENTER INC.,FL,"872 W Orange Ave, Tallahassee, FL 32310, USA","NEIGHBORHOOD MEDICAL CENTER INC., TALLAHASSEE, FL",(850) 300-7262,30.4130947,-84.2968116,Neighborhood Medical Center
TALLAHASSEE,"NORTH FLORIDA MEDICAL CENTERS, INC.",FL,"2804 Remington Green Cir, Tallahassee, FL 32308, USA","NORTH FLORIDA MEDICAL CENTERS, INC., TALLAHASSEE, FL",(850) 385-4494,30.4921504,-84.24402420000001,North Florida Medical Center
TAMPA,"TAMPA FAMILY HEALTH CENTERS, INC.",FL,"7814 N Dale Mabry Hwy, Tampa, FL 33614, USA","TAMPA FAMILY HEALTH CENTERS, INC., TAMPA, FL",(813) 405-3939,28.0187985,-82.5058309,Tampa Family Health Centers
TRENTON,TRENTON MEDICAL CENTER INC,FL,"911 S Main St, Trenton, FL 32693, USA","TRENTON MEDICAL CENTER INC, TRENTON, FL",(352) 463-2374,29.6074539,-82.8188522,Palms Medical Group
WEST PALM BEACH,"FLORIDA COMMUNITY HEALTH CENTERS, INC.",FL,"5827 Corporate Way, West Palm Beach, FL 33407, USA","FLORIDA COMMUNITY HEALTH CENTERS, INC., WEST PALM BEACH, FL",(561) 844-9443,26.7630792,-80.0918595,Florida Community Health Center
WEST PALM BEACH,FOUNDCARE INC.,FL,"2330 S Congress Ave, West Palm Beach, FL 33406, USA","FOUNDCARE INC., WEST PALM BEACH, FL",(561) 432-5849,26.6417899,-80.08784399999998,"FoundCare, Inc."
WEST PALM BEACH,HEALTH CARE DISTRICT OF PALM BEACH COUNTY,FL,"1515 N Flagler Dr #101, West Palm Beach, FL 33401, USA","HEALTH CARE DISTRICT OF PALM BEACH COUNTY, WEST PALM BEACH, FL",(561) 659-1270,26.726456,-80.051135,Health Care District of Palm Beach County Main Office
WINTER GARDEN,"COMMUNITY HEALTH CENTERS, INC.",FL,"13275 W Colonial Dr, Winter Garden, FL 34787, USA","COMMUNITY HEALTH CENTERS, INC., WINTER GARDEN, FL",(407) 905-8827,28.552386,-81.57961159999998,Community Health Centers
WINTER HAVEN,"CENTRAL FLORIDA HEALTH CARE, INC.",FL,"1514 1st St N, Winter Haven, FL 33881, USA","CENTRAL FLORIDA HEALTH CARE, INC., WINTER HAVEN, FL",(866) 234-8534,28.0375838,-81.72640729999998,Central Florida Health Care - Winter Haven
ALBANY,"ALBANY AREA PRIMARY HEALTH CARE, INC",GA,"204 N Westover Blvd, Albany, GA 31707, USA","ALBANY AREA PRIMARY HEALTH CARE, INC, ALBANY, GA",(229) 888-6559,31.5916747,-84.218789,Albany Area Primary Health Care
ATHENS,ATHENS NEIGHBORHOOD HEALTH CENTER,GA,"402 McKinley Dr, Athens, GA 30601, USA","ATHENS NEIGHBORHOOD HEALTH CENTER, ATHENS, GA",(706) 543-1145,33.9588916,-83.3552597,Athens Neighborhood Health Center - East
ATLANTA,"CENTER FOR PAN ASIAN COMMUNITY SERVICES, INC.",GA,"3510 Shallowford Rd, Atlanta, GA 30341, USA","CENTER FOR PAN ASIAN COMMUNITY SERVICES, INC., ATLANTA, GA",(770) 936-0969,33.89148,-84.2866626,Center for Pan Asian Community Services
ATLANTA,"COMMUNITY HEALTH, GEORGIA DEPT OF",GA,"1249 Donald Lee Hollowell Pkwy NW, Atlanta, GA 30318, USA","COMMUNITY HEALTH, GEORGIA DEPT OF, ATLANTA, GA",(404) 656-4507,33.7737531,-84.4281838,Georgia Department of Community Health
ATLANTA,"FAMILY HEALTH CENTERS OF GEORGIA, INC., THE",GA,"868 York Ave SW, Atlanta, GA 30310, USA","FAMILY HEALTH CENTERS OF GEORGIA, INC., THE, ATLANTA, GA",(404) 752-1400,33.736796000000005,-84.416374,"The Family Health Centers of Georgia, Inc."
ATLANTA,"HEALTH EDUCATION, ASSESSMENT AND LEADERSHIP, INC.",GA,"186 Sunset Ave NW, Atlanta, GA 30314, USA","HEALTH EDUCATION, ASSESSMENT AND LEADERSHIP, INC., ATLANTA, GA",(404) 477-1184,33.759625,-84.410418,HEALing Community Center at Neighborhood Union
ATLANTA,"MERIDIAN EDUCATION RESOURCE GROUP, INC.",GA,"1353 George W Brumley Way SE, Atlanta, GA 30317, USA","MERIDIAN EDUCATION RESOURCE GROUP, INC., ATLANTA, GA",(404) 523-2500,33.752318200000005,-84.343337,"Whitefoord, Inc."
ATLANTA,"PALMETTO HEALTH COUNCIL, INC",GA,"10 Richland Medical Park Cola, Atlanta, GA 30306, USA","PALMETTO HEALTH COUNCIL, INC, ATLANTA, GA",(404) 434-6567,33.7845409,-84.34894670000001,Palmetto Health Dental Center
ATLANTA,SAINT JOSEPHS MERCY CARE SVCS,GA,"424 Decatur St SE, Atlanta, GA 30312, USA","SAINT JOSEPHS MERCY CARE SVCS, ATLANTA, GA",(678) 843-8600,33.7509488,-84.3744307,Mercy Care
ATLANTA,"SOUTHSIDE MEDICAL CENTER, INC.",GA,"1046 Ridge Ave SW, Atlanta, GA 30315, USA","SOUTHSIDE MEDICAL CENTER, INC., ATLANTA, GA",(404) 688-1350,33.727045700000005,-84.3918858,Southside Medical Center
AUGUSTA,"NEIGHBORHOOD IMPROVEMENT PROJECT, INC.",GA,"2467 Golden Camp Rd, Augusta, GA 30906, USA","NEIGHBORHOOD IMPROVEMENT PROJECT, INC., AUGUSTA, GA",(706) 790-4440,33.429071,-82.0511219,Neighborhood Improvement project inc
BLAKELY,"PRIMARY CARE OF SOUTHWEST GEORGIA, INC.",GA,"360 College St, Blakely, GA 39823, USA","PRIMARY CARE OF SOUTHWEST GEORGIA, INC., BLAKELY, GA",(229) 723-2660,31.3790776,-84.9384075,"Primary Care of Southwest GA, Inc."
BRUNSWICK,"COASTAL COMMUNITY HEALTH SERVICES, INC.",GA,"106 Shoppers Way, Brunswick, GA 31525, USA","COASTAL COMMUNITY HEALTH SERVICES, INC., BRUNSWICK, GA",(912) 275-8028,31.219507300000004,-81.4876793,"Coastal Community Health Services, Inc"
COLUMBUS,"VALLEY HEALTHCARE SYSTEM, INC.",GA,"1600 Fort Benning Rd, Columbus, GA 31903, USA","VALLEY HEALTHCARE SYSTEM, INC., COLUMBUS, GA",(706) 322-9599,32.4240963,-84.9373089,Valley Healthcare System
LA FAYETTE,"PRIMARY HEALTH CARE CENTER OF DADE, INC.",GA,"13570 N Main St, Trenton, GA 30752, USA","PRIMARY HEALTH CARE CENTER OF DADE, INC., LA FAYETTE, GA",(706) 956-2665,34.8874974,-85.4992133,Primary Healthcare Centers
LUDOWICI,"DIVERSITY HEALTH CENTER, INC.",GA,"Ludowici, GA 31316, USA","DIVERSITY HEALTH CENTER, INC., LUDOWICI, GA",(912) 545-9398,31.7149786,-81.7486945,Diversity Health Center
MACON,"FIRST CHOICE PRIMARY CARE, INC.",GA,"770 Walnut St, Macon, GA 31201, USA","FIRST CHOICE PRIMARY CARE, INC., MACON, GA",(478) 787-4266,32.8404343,-83.6296189,First Choice Primary Care
MARIETTA,"GOOD SAMARITAN HEALTH CENTER OF COBB, INC.",GA,"1605 Roberta Dr, Marietta, GA 30008, USA","GOOD SAMARITAN HEALTH CENTER OF COBB, INC., MARIETTA, GA",(770) 419-3120,33.913915,-84.556376,Good Samaritan Health Center Of Cobb
NORCROSS,"FOUR CORNERS PRIMARY CARE CENTERS, INC.",GA,"5300 Oakbrook Pkwy #130, Norcross, GA 30093, USA","FOUR CORNERS PRIMARY CARE CENTERS, INC., NORCROSS, GA",(770) 806-2928,33.918747100000004,-84.18146290000001,Four Corners Primary Care Centr
RICHLAND,"CARECONNECT HEALTH, INC.",GA,"510 Alston St, Richland, GA 31825, USA","CARECONNECT HEALTH, INC., RICHLAND, GA",(229) 887-3324,32.086137699999995,-84.6606629,"CareConnect Family Practice and Pediatrics, Richland"
SAVANNAH,"CURTIS V COOPER PRIMARY HEALTH CARE, INC.",GA,"106 E Broad St, Savannah, GA 31401, USA","CURTIS V COOPER PRIMARY HEALTH CARE, INC., SAVANNAH, GA",(912) 527-1000,32.076217,-81.08459,Curtis V. Cooper Primary Health Care Inc
SAVANNAH,J C LEWIS HEALTH CENTER,GA,"5 Mall, Annex, Savannah, GA 31406, USA","J C LEWIS HEALTH CENTER, SAVANNAH, GA",(912) 495-8887,32.000769,-81.11906579999999,J.C. Lewis Primary Health Care Center
STONE MOUNTAIN,"OAKHURST MEDICAL CENTERS, INC.",GA,"5582 Memorial Dr, Stone Mountain, GA 30083, USA","OAKHURST MEDICAL CENTERS, INC., STONE MOUNTAIN, GA",(404) 298-8998,33.799491100000004,-84.212672,MedCura Health formerly Oakhurst Medical Center
SWAINSBORO,"EAST GEORGIA HEALTHCARE CENTER, INC.",GA,"215 N Coleman St, Swainsboro, GA 30401, USA","EAST GEORGIA HEALTHCARE CENTER, INC., SWAINSBORO, GA",(478) 237-2638,32.5998643,-82.3344223,East Georgia Healthcare Center
WRIGHTSVILLE,COMMUNITY HEALTH CARE SYSTEMS INC,GA,"2251 W Elm St, Wrightsville, GA 31096, USA","COMMUNITY HEALTH CARE SYSTEMS INC, WRIGHTSVILLE, GA",(478) 864-2600,32.7293952,-82.73005570000002,"Community Healthcare Systems, Inc."
HAGATNA,GOVERNMENT OF GUAM- DEPARTMENT OF ADMINISTRATION,GU,"212, Hagåtña, 96910, Guam","GOVERNMENT OF GUAM- DEPARTMENT OF ADMINISTRATION, HAGATNA, GU",(671) 475-1101,13.473614,144.7508061,Department of Administration
HILO,"BAY CLINIC, INC.",HI,"1178 Kinoole St BLDG B, Hilo, HI 96720, USA","BAY CLINIC, INC., HILO, HI",(808) 333-3600,19.7103035,-155.0797594,"Bay Clinic, Inc. - Hilo Family Health Center"
HONOKAA,HAMAKUA HEALTH CENTER INC,HI,"45-549 Plumeria St, Honokaa, HI 96727, USA","HAMAKUA HEALTH CENTER INC, HONOKAA, HI",(808) 775-7204,20.0758589,-155.47005080000002,Hamakua Health Center
HONOLULU,KALIHI PALAMA HEALTH CENTER,HI,"915 N King St, Honolulu, HI 96817, USA","KALIHI PALAMA HEALTH CENTER, HONOLULU, HI",(808) 848-1438,21.3228144,-157.8682726,Kalihi-Palama Health Center
HONOLULU,KOKUA KALIHI VALLEY (COMPREHENSIVE FAMILY SERVICES),HI,"2239 N School St, Honolulu, HI 96819, USA","KOKUA KALIHI VALLEY (COMPREHENSIVE FAMILY SERVICES), HONOLULU, HI",(808) 791-9400,21.3406929,-157.87458130000005,Kokua Kalihi Valley
HONOLULU,WAIKIKI HEALTH,HI,"277 ʻŌhua Ave, Honolulu, HI 96815, USA","WAIKIKI HEALTH, HONOLULU, HI",(808) 922-4787,21.275595000000006,-157.82051069999997,Waikiki Health Center
KAHUKU,KO`OLAULOA HEALTH CENTER,HI,"56-119 Pualalea St, Kahuku, HI 96731, USA","KO`OLAULOA HEALTH CENTER, KAHUKU, HI",(808) 293-9231,21.6760208,-157.9535699,Ko`olauloa Health Center
KAUNAKAKAI,"MOLOKAI OHANA HEALTH CARE, INC",HI,"30 Oki Pl, Kaunakakai, HI 96748, USA","MOLOKAI OHANA HEALTH CARE, INC, KAUNAKAKAI, HI",(808) 553-5038,21.0860191,-157.0192094,Molokai Community Health Center
LANAI CITY,LANA'I COMMUNITY HEALTH CENTER,HI,"333 6th St, Lanai City, HI 96763, USA","LANA'I COMMUNITY HEALTH CENTER, LANAI CITY, HI",(808) 565-6919,20.8265134,-156.9211427,Lāna'i Community Health Center
LIHUE,HO-OLA LAHUI HAWAII INC,HI,"4491 Rice St, Lihue, HI 96766, USA","HO-OLA LAHUI HAWAII INC, LIHUE, HI",,21.975234,-159.37065719999995,Ho'ola Lahui Hawaii
WAIANAE,"WAIANAE DISTRICT COMPREHENSIVE HEALTH AND HOSPITAL BOARD, INCORPORATED",HI,"86-260 Farrington Hwy, Waianae, HI 96792, USA","WAIANAE DISTRICT COMPREHENSIVE HEALTH AND HOSPITAL BOARD, INCORPORATED, WAIANAE, HI",(808) 697-3300,21.4299537,-158.17982759999995,Waianae Coast Comprehensive Health Center
WAILUKU,"COMMUNITY CLINIC OF MAUI, INC.",HI,"1881 Nani St, Wailuku, HI 96793, USA","COMMUNITY CLINIC OF MAUI, INC., WAILUKU, HI",(808) 871-7772,20.8886664,-156.4994157,Community Clinic of Maui
WAIMANALO,WAIMANALO HEALTH CENTER,HI,"41-1295 Kalanianaʻole Hwy, Waimanalo, HI 96795, USA","WAIMANALO HEALTH CENTER, WAIMANALO, HI",(808) 259-7948,21.3470876,-157.7145294,Waimānalo Health Center - Medical Services
BOISE,FAMILY MEDICINE RESIDENCY OF IDAHO,ID,"777 N Raymond St, Boise, ID 83704, USA","FAMILY MEDICINE RESIDENCY OF IDAHO, BOISE, ID",(208) 514-2500,43.6114669,-116.264795,Family Medicine Residency of Idaho - Raymond Clinic
COEUR D ALENE,"DIRNE HEALTH CENTERS, INC.",ID,"1090 W Park Pl, Coeur d'Alene, ID 83814, USA","DIRNE HEALTH CENTERS, INC., COEUR D ALENE, ID",(208) 620-5250,47.6947904,-116.8010062,Heritage Health
FORT HALL,SHOSHONE-BANNOCK TRIBES OF THE FORT HALL RESERVATION OF IDAHO,ID,"306 Pima Dr, Fort Hall, ID 83203, USA","SHOSHONE-BANNOCK TRIBES OF THE FORT HALL RESERVATION OF IDAHO, FORT HALL, ID",(208) 478-3700,43.0269859,-112.4336581,Shoshone-Bannock Tribes
GLENNS FERRY,"GLENNS FERRY HEALTH CENTER, INC.",ID,"486 W 1st Ave, Glenns Ferry, ID 83623, USA","GLENNS FERRY HEALTH CENTER, INC., GLENNS FERRY, ID",(208) 366-7416,42.9540991,-115.3055128,Glenns Ferry Health Center
NAMPA,"COMMUNITY HEALTH CLINICS, INC.",ID,"223 16th Ave N, Nampa, ID 83687, USA","COMMUNITY HEALTH CLINICS, INC., NAMPA, ID",(208) 467-7654,43.5792411,-116.5521226,Terry Reilly Health Services - 16th St. Clinic
PAYETTE,"VALLEY FAMILY HEALTH CARE, INC.",ID,"1441 NE 10th Ave, Payette, ID 83661, USA","VALLEY FAMILY HEALTH CARE, INC., PAYETTE, ID",(208) 642-9376,44.0580758,-116.9249811,Valley Family Health Care
PLUMMER,BENEWAH MEDICAL CENTER,ID,"427 N 12th St, Plummer, ID 83851, USA","BENEWAH MEDICAL CENTER, PLUMMER, ID",(208) 686-1931,47.3427318,-116.8938198,Marimn Health
ANNA,RURAL HEALTH INC,IL,"513 N Main St, Anna, IL 62906, USA","RURAL HEALTH INC, ANNA, IL",(618) 833-4471,37.4634999,-89.2468527,Rural Health Inc
