,fid,hospital_name,address,city,zip,placekey,hospital_pk,lat,lon
374,374,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,90048,222@5z5-3rc-k9f,050625,34.07492380645888,-118.38109421147459
375,375,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,90023,222@5z5-3mr-9s5,050663,34.01955165755093,-118.18693310829019
376,376,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,91402,222@5z4-zdp-jy9,050704,34.220793525081135,-118.45633058084908
377,377,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,90059,222@5z6-3pz-789,050779,33.92340785229103,-118.24260915773957
378,378,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,90806,222@5z6-3cg-qfz,050776,33.80655737573874,-118.19301542389903
379,379,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,93534,222@5z4-x9r-xwk,050056,34.687532947918896,-118.1591255238383
380,380,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,91325,222@5z4-zk6-y9z,050116,34.22013251818103,-118.5331157323444
381,381,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,90262,222@5z6-3qr-zzz,050104,33.929943971385946,-118.2031453879798
382,382,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,91209,222@5z5-393-jjv,050124,34.20435550216497,-118.21654089204863
383,383,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,91776,22q@5z5-3kv-f9f,050132,34.10062542733637,-118.10559940596207
384,384,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,90027,223@5z5-3p7-hbk,050138,34.0982581313641,-118.29537293571862
385,385,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,223@5z5-3qy-t7q,050149,34.037483081931015,-118.26600201281933
386,386,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,90241,222@5z6-3kv-g8v,050393,33.93520833107974,-118.12998793358018
387,387,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,91505,222@5z5-3pf-dn5,050235,34.1560218294559,-118.32867933526163
388,388,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO,90640,222@5z5-3jj-rff,050350,34.01504567260601,-118.10115614907984
389,389,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,91109,223@5z5-34n-vcq,050438,34.13362325683816,-118.15278329715693
390,390,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,90806,222@5z6-3ch-3bk,050485,33.80770116664554,-118.18710394569396
391,391,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,90034,223@5z4-zvp-bx5,050561,34.03845443673438,-118.37493356698248
392,392,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,91355,222@5z4-vv8-qj9,050624,34.39750900776986,-118.55372727036095
393,393,CEDAR-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,90291,222@5z4-ztz-649,050740,33.981493649948895,-118.4396019339446
394,394,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,90033,222@5z5-3rm-v4v,050696,34.06215685501435,-118.20156898979229
395,395,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,91403,22b@5z4-zcb-hbk,050755,34.16000868161548,-118.4501404248957
396,396,"L A DOWNTOWN MEDICAL CENTER, LLC",1711 WEST TEMPLE STREET,LOS ANGELES,90026,22b@5z5-3p6-nkf,050763,34.069980114105036,-118.26413055523295
397,397,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,91767,224@5z4-rpr-sqz,050782,34.09603558608313,-117.74677037093235
398,398,BARLOW RESPIRATORY HOSPITAL,2000 STADIUM WAY,LOS ANGELES,90026,222@5z5-3rj-t9z,052031,34.0755385396362,-118.2468959177465
399,399,KINDRED HOSPITAL -- LA MIRADA,14900 E IMPERIAL HWY,LA MIRADA,90638,222@5z4-rh3-bkz,052038,33.916714753335796,-118.01282806407708
400,400,KINDRED HOSPITAL BALDWIN PARK,14148 FRANCISQUITO AVENUE,BALDWIN PARK,91706,222@5z5-3v4-pvz,052045,34.062946479017704,-117.96711702107257
401,401,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,93552,222@5z4-xsc-7h5,050204,34.583261610062166,-118.14432317003403
402,402,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,2801 ATLANTIC AVENUE,LONG BEACH,90806,222@5z6-3ch-3bk,053309,33.80770116664554,-118.18710394569396
403,403,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,91342,222@5z4-vpy-v75,050040,34.32590213247193,-118.445080745873
404,404,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,93637,222@5z7-s8v-3yv,050568,36.94463173472455,-120.04399886192785
405,405,KENTFIELD HOSPITAL,1125 SIR FRANCIS DRAKE BLVD,KENTFIELD,94904,222@5vg-963-cnq,052043,37.95871503183279,-122.5528348594001
406,406,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,94945,222@5vg-8pf-ffz,050131,38.099768010436655,-122.56088821042549
407,407,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,94903,222@5vg-94n-2tv,050510,38.004414463182705,-122.55510091701538
408,408,MARINHEALTH MEDICAL CENTER,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,94904,222@5vg-96c-x3q,050360,37.94776792115371,-122.53509702187478
409,409,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,95338,222@5z7-px7-nnq,051304,37.50022340949758,-119.97799420504458
410,410,ADVENTIST HEALTH HOWARD MEMORIAL,1 MARCELA DR,WILLITS,95490,222@5v2-mfk-c89,051310,39.38952204195717,-123.33936502682039
411,411,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DRIVE,FORT BRAGG,95437,224@5v2-j23-5s5,051325,39.432163082677825,-123.80226732101778
412,412,ADVENTIST HEALTH UKIAH VALLEY,275 HOSPITAL DRIVE,UKIAH,95482,222@5vg-gh6-mtv,050301,39.15210933682252,-123.20240295023373
413,413,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,95340,222@5vh-yy9-wx5,050444,37.34044972407614,-120.46642459120348
414,414,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,93635,225@5z7-6qz-4y9,050528,37.06445186088959,-120.85997909694709
415,415,SURPRISE VALLEY COMMUNITY HOSPITAL,741 NORTH MAIN STREET,CEDARVILLE,96104,238@5v5-wrq-bff,051308,41.528281705848755,-120.17187099961109
416,416,MODOC MEDICAL CENTER,228 W MCDOWELL AVE,ALTURAS,96101,227@5v5-wn7-9vf,051330,41.48052238942638,-120.545473768436
417,417,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,93546,262@5yx-5s8-kcq,051303,37.57664467076599,-118.76767344378615
418,418,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,93901,222@5vh-fc3-vzz,050334,36.65921865296278,-121.64638367899727
419,419,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,93930,222@5z7-7kb-rzf,051336,36.20670453738937,-121.13329208461745
420,420,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,93940,222@5xs-cpf-49z,050145,36.57938941070261,-121.91414810540898
421,421,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,93906,222@5vh-fbv-fzz,050248,36.696798452619205,-121.63382849194885
422,422,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,94574,223@5vg-4sx-9pv,050013,38.54311238149923,-122.47482785001962
423,423,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,94558,223@5vg-3y2-ty9,050009,38.32605201118832,-122.29574023572434
424,424,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,95945,223@5vg-r75-w8v,050150,39.22760295804196,-121.04782890033154
425,425,TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,96161,222@5yw-cny-f2k,051328,39.32474221194956,-120.20130870588652
426,426,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,92843,222@5z4-rwm-y35,050230,33.774929681018406,-117.9130624178116
427,427,MEMORIALCARE ORANGE COAST MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,229@5z4-ry7-skf,050678,33.70002498880694,-117.95640709081133
428,428,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S BRISTOL ST,SANTA ANA,92704,222@5z6-2rt-m8v,050747,33.71027434712436,-117.8853614949254
429,429,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,92647,222@5z6-444-2zf,050526,33.70312123988738,-117.98661144948807
430,430,KINDRED HOSPITAL WESTMINSTER,200 HOSPITAL CIRCLE,WESTMINSTER,92683,222@5z4-ryf-mtv,052035,33.76359052631475,-117.99549563884361
431,431,PROVIDENCE MISSION HOSPITAL,27700 MEDICAL CENTER RD,MISSION VIEJO,92691,222@5z6-2mt-rhq,050567,33.560909558933666,-117.66567450074972
432,432,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,92780,222@5z4-rv6-92k,050780,33.73003758394744,-117.82827312961294
433,433,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,90623,222@5z6-3nz-g8v,050580,33.847367056140904,-118.03891460278291
434,434,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,92804,223@5z4-rwz-3qz,050426,33.82573961554209,-117.99550970131591
435,435,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA,92627,223@5z6-2qj-t9z,050543,33.65203634499755,-117.91117142665631
436,436,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,92869,222@5z4-rxf-vzz,050745,33.78918292426713,-117.82666476855668
437,437,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,92801,22t@5z4-rxn-4sq,050226,33.84880176444961,-117.93301563768514
438,438,PROVIDENCE ST. JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,92868,223@5z4-rxf-n5z,050069,33.78093155517183,-117.86416191019985
439,439,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,92663,222@5z6-2qd-t9z,050224,33.622699596950476,-117.93097927010405
440,440,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,222@5z4-ryb-psq,050570,33.71515244543962,-117.93538394017118
441,441,MEMORIALCARE SADDLEBACK MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,222@5z6-2nc-zcq,050603,33.60840578659638,-117.70833739281021
442,442,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,3440 E LA PALMA AVE,ANAHEIM,92806,225@5z4-rcn-87q,050609,33.85340115696051,-117.84494194461578
443,443,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,92805,223@5z4-rxs-wff,050744,33.82013771102062,-117.90880937998875
444,444,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,222@5z4-rsk-5vf,050746,33.754563603533455,-117.83358133162874
445,445,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,92691,222@5z6-2mt-rhq,053306,33.560909558933666,-117.66567450074972
446,446,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,92618,228@5z4-rtk-wp9,050769,33.66282567807719,-117.77288905150577
447,447,KINDRED HOSPITAL BREA,875 N BREA BLVD,BREA,92821,222@5z4-rdz-249,052039,33.933959880001865,-117.89371451791226
448,448,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 S TUSTIN STREET,ORANGE,92866,222@5z4-rxg-nkf,053308,33.78233302995296,-117.83349464090459
449,449,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 W LA VETA AVE,ORANGE,92868,22b@5z4-rxf-mzf,053304,33.78064932340573,-117.86564247176528
450,450,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,90720,223@5z6-3p3-vpv,050551,33.80426119331221,-118.06688982826964
451,451,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,92870,222@5z4-rhj-rhq,050589,33.88595604690125,-117.84294741835451
452,452,PROVIDENCE ST. JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,92835,22j@5z4-rgg-jjv,050168,33.893073380489675,-117.92776336849352
453,453,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,95661,225@5vg-nqw-52k,050309,38.7663809476017,-121.25018525764833
454,454,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,95661,222@5vg-nsh-7qz,050772,38.7461660817481,-121.24970724120261
455,455,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,95603,222@5vg-njq-87q,050498,38.94509875029088,-121.10150953559443
456,456,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,96122,222@5v6-cp8-y9z,051300,39.805784651350166,-120.46263352014859
457,457,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,95971,222@5v6-967-7qz,051326,39.939558840196035,-120.96148923656766
458,458,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,222@5z4-kmy-5cq,050022,33.97623921973375,-117.38120078394616
459,459,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY,92555,222@5z4-khj-975,050292,33.91199839853352,-117.19522924325852
460,460,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,92201,222@5z6-9xf-q75,050534,33.70562989058848,-116.23470259048902
461,461,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,92555,222@5z4-khj-t35,050765,33.897030084756445,-117.18615007288898
462,462,"DOCTORS HOSPITAL OF RIVERSIDE, LLC",3865 JACKSON STREET,RIVERSIDE,92503,222@5z4-m2k-6ff,050102,33.926493494940864,-117.4397573252223
463,463,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,92505,222@5z4-m2f-qcq,050686,33.90433121054518,-117.46928997288799
464,464,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,223@5z6-99q-zfz,050243,33.83872001059632,-116.54215795682289
465,465,KINDRED HOSPITAL RIVERSIDE,2224 MEDICAL CENTER DRIVE,PERRIS,92571,222@5z4-kwh-ygk,052052,33.81250212439839,-117.22312453765755
466,466,MENIFEE GLOBAL MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,92585,222@5z4-sg5-kzz,050684,33.71835804985284,-117.16768331924236
467,467,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,222@5z4-sxs-k2k,050701,33.55890675685527,-117.18263437085848
468,468,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,92592,222@5z4-sxh-ysq,050775,33.480800746799964,-117.10569037069543
469,469,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,222@5z6-96d-pqf,050573,33.76331903971147,-116.40454800654622
470,470,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,92220,222@5z4-p25-wc5,050054,33.93226753729522,-116.9457809727335
471,471,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA,92882,226@5z4-s35-mzf,050329,33.87238711252257,-117.56863516697686
472,472,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,92563,222@5z4-qnd-vpv,050770,33.614643221602215,-117.16974773715063
473,473,HEMET GLOBAL MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,92543,224@5z4-spq-ndv,050390,33.750857883212404,-116.96043885484227
474,474,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,92225,222@5zb-np2-mkz,050423,33.61304895286029,-114.59565209858496
475,475,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,95817,223@5vg-thb-6rk,050599,38.554502091565446,-121.45504382775948
476,476,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,95819,222@5vg-th4-zj9,050017,38.57105458716527,-121.45283164827327
477,477,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,95825,22c@5vg-trt-vpv,050425,38.6017271297705,-121.39130233348769
478,478,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,95816,227@5vg-thd-4n5,050108,38.57057375749651,-121.46958698452325
479,479,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,95630,222@5vg-nt2-p35,050414,38.67029666679709,-121.14609898381929
480,480,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,95823,222@5vg-s6v-4d9,050674,38.47062998784579,-121.42234906829906
481,481,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,95817,222@5vg-thb-92k,053311,38.55249439835686,-121.4544337102839
482,482,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,95608,223@5vg-tqz-kfz,050516,38.669608775651035,-121.31118450707994
483,483,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,95823,222@5vg-s6v-vvf,050590,38.46208414906503,-121.41734705705049
484,484,VIBRA HOSPITAL OF SACRAMENTO,330 MONTROSE DRIVE,FOLSOM,95630,224@5vg-nsz-gtv,052033,38.6815438317876,-121.15836429244767
485,485,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,95023,222@5z7-57g-mff,051337,36.83339928816651,-121.3858676196592
486,486,KINDRED HOSPITAL RANCHO,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,91730,222@5z4-mw2-4vz,052049,34.103436510750605,-117.56653036329864
487,487,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,92395,222@5z4-pgq-hh5,050709,34.47131100989356,-117.29769249420384
488,488,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA,92335,222@5z4-kjx-q75,050140,34.07303136530509,-117.43295426858008
489,489,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,92354,224@5z4-ktw-v2k,050778,34.050929273669894,-117.26563770801563
490,490,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,91786,222@5z4-my5-5vf,050099,34.10235357074695,-117.63708058836428
491,491,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,92363,222@5z9-j2v-d9z,051323,34.83300352754089,-114.61773832882771
492,492,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,92404,22n@5z4-ks2-vcq,050129,34.13529734850733,-117.27690975846718
493,493,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,92354,226@5z4-ktw-v2k,050327,34.050929273669894,-117.26563770801563
494,494,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,92324,222@5z4-kk6-p5f,050245,34.0740888649077,-117.34992617993893
495,495,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY,92307,224@5z5-khd-wrk,050300,34.542425133670655,-117.26593526332555
496,496,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,92352,222@5z4-q2c-j5f,051312,34.26609192295101,-117.16853539667675
497,497,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE,92252,222@5z5-8z4-3bk,050279,34.132523976209356,-116.27489740501267
498,498,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,92392,222@5z4-pgn-649,050517,34.52843070037661,-117.29377135048836
499,499,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,91763,22h@5z4-rpg-jgk,050758,34.07998481287692,-117.69688870755229
500,500,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,92315,223@5z4-q5y-4sq,051335,34.246354951941576,-116.8890549393696
501,501,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,BARSTOW,92311,222@5z5-mt2-tn5,050298,34.891822688951606,-117.01713945893461
502,502,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,92411,223@5z4-kv9-q2k,050089,34.13124592713427,-117.32265759481976
503,503,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,92373,222@5z4-kg5-whq,050272,34.03658461486573,-117.2053129979999
504,504,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,91710,222@5z4-rph-td9,050586,34.02556354294189,-117.68572754329536
505,505,KINDRED HOSPITAL ONTARIO,550 NORTH MONTEREY,ONTARIO,91764,22h@5z4-mxg-g49,052037,34.06898532390519,-117.64360006127131
506,506,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,92118,225@5z5-q4w-6hq,050234,32.69467865397883,-117.1681412126559
507,507,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037,223@5z5-pnj-7bk,050424,32.89858267898875,-117.24230243986354
508,508,VIBRA HOSPITAL OF SAN DIEGO,555 WASHINGTON STREET,SAN DIEGO,92103,223@5z5-qdv-nyv,052044,32.74982339618548,-117.15976482330265
509,509,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,92123,224@5z5-ppv-p9z,053303,32.79799584278076,-117.15279710581268
510,510,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,91942,224@5z5-qcq-7dv,050026,32.781419582253776,-117.00646927687335
511,511,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,92123,222@5z5-ppv-p9z,050100,32.79799584278076,-117.15279710581268
512,512,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,92056,223@5z5-t5s-7nq,050128,33.185054412040685,-117.29039448843797
513,513,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,91911,222@5z5-wm9-cyv,050222,32.618776912718864,-117.02249911202314
514,514,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,222@5z5-qdv-7yv,050025,32.75514852202457,-117.1671894594043
515,515,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,92103,23p@5z5-qdv-psq,050077,32.751689356400256,-117.16174852015807
516,516,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,92037,223@5z5-pnh-cyv,050324,32.884886610411925,-117.22592732726076
517,517,KAISER FOUNDATION HOSPITAL - ZION,4647 ZION AVE,SAN DIEGO,92120,222@5z5-qcd-xh5,050515,32.791892786582764,-117.09516170750256
518,518,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,92120,223@5z5-qbt-qxq,050757,32.776480374455176,-117.05763110251853
519,519,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,92024,222@5z5-pyv-6zf,050503,33.036919868974536,-117.28401695073177
520,520,PALOMAR MEDICAL CENTER POWAY,15615 POMERADO ROAD,POWAY,92064,222@5z5-t3s-hwk,050636,32.99735064657248,-117.05785674114271
521,521,KINDRED HOSPITAL - SAN DIEGO,1940 EL CAJON BLVD,SAN DIEGO,92104,222@5z5-qdz-389,052036,32.75589136821068,-117.14505843869131
522,522,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,91950,222@5z5-qdd-rzf,050024,32.68489810189109,-117.08200901251446
523,523,PALOMAR HEALTH DOWNTOWN CAMPUS,555 EAST VALLEY PARKWAY,ESCONDIDO,92025,226@5z5-t39-4jv,050115,33.12673023582267,-117.07564488982126
524,524,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,94110,222@5vg-7gx-jy9,050228,37.755114846131576,-122.40464288293211
525,525,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,94116,222@5vg-838-94v,050668,37.74867722629006,-122.4559252977405
526,526,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,94109,228@5vg-7gw-grk,050047,37.78557919043457,-122.4219944893486
527,527,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,94115,22n@5vg-7gr-ndv,050076,37.78279684128949,-122.44340441119527
528,528,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,223@5vg-833-6hq,050454,37.76343702126722,-122.4573038022088
529,529,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,94109,22t@5vg-7gw-sbk,050152,37.790134889910135,-122.41624215947733
530,530,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,94133,22v@5vg-7gw-435,050407,37.79503241997937,-122.40900372469879
531,531,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,94117,22d@5vg-832-bx5,050457,37.7740256493567,-122.45341862181927
532,532,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,223@5vg-7gx-8d9,050055,37.74816443562584,-122.42078684191294
