lat,lon,hospital_pk,hospital_name,address,city,zip,hospital_subtype,fips_code
8.87894,-75.79639,52036,KINDRED HOSPITAL - SAN DIEGO,1940 EL CAJON BLVD,SAN DIEGO,92104,Long Term,6073
26.75632,-80.06326,50457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,94117,Short Term,6075
37.749039,-122.456905,50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,94116,Short Term,6075
33.677168,-117.873992,50047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,94109,Short Term,6075
37.7479,-122.42073,50055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,Short Term,6075
29.71179,-95.39315,50454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,6075
45.48252,-77.69473,50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,94109,Short Term,6075
37.768143,-122.434589,50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,94117,Short Term,6075
9.93274,-84.09517,50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,94115,Short Term,6075
37.755386,-122.405387,50228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,1001 POTRERO AVENUE,SAN FRANCISCO,94110,Short Term,6075
37.79556,-122.40922,50407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,94133,Short Term,6075
16.96607,82.24483,50748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,95337,Short Term,6077
37.74386,-121.43398,50313,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BLVD,TRACY,95376,Short Term,6077
37.97055,-121.28821,50084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,95204,Short Term,6077
37.80158,-121.19752,50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,95336,Short Term,6077
37.96149,-121.301,50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,95203,Short Term,6077
38.11594,-121.29631,50336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,95240,Short Term,6077
37.88664,-121.28308,50167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,95231,Short Term,6077
35.55535,-120.72066,50633,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS RD,TEMPLETON,93465,Short Term,6079
35.29184,-120.66649,50506,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,SAN LUIS OBISPO,93405,Short Term,6079
35.27838,-120.65064,50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,93401,Short Term,6079
34.95098,-120.41322,50016,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",345 S HALCYON RD,ARROYO GRANDE,93420,Short Term,6079
37.4845,-122.22772,50541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,94063,Short Term,6081
9.93274,-84.09517,50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,Short Term,6081
37.53113,-122.29908,50113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,94403,Short Term,6081
37.59283,-122.38249,50007,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,94010,Short Term,6081
37.6797,-122.47433,50289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,94015,Short Term,6081
37.4801,-122.25392,50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,Short Term,6081
34.95098,-120.41322,50107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,93454,Short Term,6083
34.60209,-120.12592,51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,93463,Critical Access Hospitals,6083
34.43343,-119.81038,50357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,93111,Short Term,6083
34.64057,-120.43992,50110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,93436,Short Term,6083
34.42953,-119.72333,50396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,93102,Short Term,6083
10.45991,-73.90673,50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,95051,Short Term,6085
37.43429,-122.1769,50441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,94305,Short Term,6085
37.65925,-122.4392,50308,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,94040,Short Term,6085
37.31342,-121.93421,50038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,95128,Short Term,6085
38.04234,-84.50113,50380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,95124,Short Term,6085
43.28092,-1.68236,50604,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,95119,Short Term,6085
37.43137,-122.16892,53305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,725 WELCH ROAD,PALO ALTO,94304,Childrens Hospitals,6085
36.72389,-108.2173,50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,95116,Short Term,6085
36.99016,-121.98357,50242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,95065,Short Term,6087
36.92633,-121.79367,50194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,95076,Short Term,6087
-17.78367,-63.18041,50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,95065,Short Term,6087
40.58562,-122.38773,50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,96001,Short Term,6089
40.5876,-122.39255,50697,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,96001,Short Term,6089
41.023568,-121.423882,51305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,96028,Critical Access Hospitals,6089
37.369573,-122.081047,52047,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2801 EUREKA WAY,REDDING,96001,Long Term,6089
40.57221,-122.39541,50280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,96001,Short Term,6089
41.71949,-122.6458,51316,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,96097,Critical Access Hospitals,6093
41.31899,-122.32306,51319,MERCY MEDICAL CENTER MT SHASTA,914 PINE STREET,MOUNT SHASTA,96067,Critical Access Hospitals,6093
38.26174,-122.04657,50367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,94533,Short Term,6095
38.35218,-121.99263,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,95688,Short Term,6095
38.13118,-122.23731,50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,94589,Short Term,6095
42.48333,1.55,50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,94589,Short Term,6095
42.44072,-2.95729,50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,95403,Short Term,6097
38.62704,-122.86487,51321,HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,95448,Critical Access Hospitals,6097
9.59025,76.5606,52057,SONOMA SPECIALTY HOSPITAL,501 PETALUMA AVENUE,SEBASTOPOL,95472,Long Term,6097
38.298007,-122.47359,50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,95476,Short Term,6097
38.44369,-122.70138,50174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,95405,Short Term,6097
38.25455,-122.63177,50136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,94954,Short Term,6097
38.49536,-122.75145,50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,95403,Short Term,6097
28.6438,77.18085,52055,CENTRAL VALLEY SPECIALTY HOSPITAL,730 17TH STREET,MODESTO,95354,Long Term,6099
28.62051,-96.63201,50557,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,95355,Short Term,6099
32.59257,-82.34749,50179,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,95382,Short Term,6099
37.75707,-120.86108,50067,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,95361,Short Term,6099
26.53371,80.47813,50464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,95350,Short Term,6099
23.71233,90.40071,50726,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,95355,Short Term,6099
33.9965,-83.42405,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,95991,Short Term,6101
40.14813,-122.21934,50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,96080,Short Term,6103
40.73838,-122.93965,51315,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,96093,Critical Access Hospitals,6105
36.0687,-119.02727,50261,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,93257,Short Term,6107
36.22112,-119.33871,50784,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,93274,Short Term,6107
36.061547,-119.022718,50546,PORTERVILLE DEVELOPMENTAL CENTER,26501 AVENUE 140,PORTERVILLE,93257,Short Term,6107
-36.38321,145.41108,50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,93291,Short Term,6107
37.97756,-120.37094,50335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,95370,Short Term,6109
34.24358,-119.01991,50616,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,CAMARILLO,93010,Short Term,6111
34.44288,-119.26447,51334,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,93023,Critical Access Hospitals,6111
34.27716,-119.25269,50159,VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVENUE,VENTURA,93003,Short Term,6111
34.28919,-118.74483,50236,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,93065,Short Term,6111
34.221022,-119.178928,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,93003,Short Term,6111
34.21674,-119.15631,50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,93030,Short Term,6111
34.20728,-118.88342,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,91360,Short Term,6111
-23.61781,-46.55669,718456ab442d5f84683cd24a06376fcd58d33961727e082bf99a4068a256eda7,Santa Paula Hospital,825 N 10th St,Santa Paula,93061,Short Term,6111
38.66483,-121.79247,50127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,95695,Short Term,6113
38.56285,-121.7713,50537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,95616,Short Term,6113
39.13329,-121.61351,50133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,95901,Short Term,6115
39.55247,-105.00613,60132,UCHEALTH HIGHLANDS RANCH HOSPITAL,1500 PARK CENTRAL DR,HIGHLANDS RANCH,80129,Short Term,8001
39.742853,-104.841943,60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,12605 E 16TH AVE,AURORA,80045,Short Term,8001
39.96438,-104.76896,60004,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PKWY,BRIGHTON,80601,Short Term,8001
39.86312,-104.98486,60065,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT ST,THORNTON,80229,Short Term,8001
39.74305,-104.833,63301,CHILDREN'S HOSPITAL COLORADO,13123 E 16TH AVE,AURORA,80045,Childrens Hospitals,8001
37.274934,-105.958451,60008,SAN LUIS VALLEY HEALTH,106 BLANCA AVE,ALAMOSA,81101,Short Term,8003
39.65396,-104.98117,60034,SWEDISH MEDICAL CENTER,501 E HAMPDEN AVE,ENGLEWOOD,80113,Short Term,8005
39.6902,-104.83236,60100,"MEDICAL CENTER OF AURORA, THE",1501 S POTOMAC ST,AURORA,80012,Short Term,8005
39.57628,-104.98581,60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,7700 S BROADWAY,LITTLETON,80122,Short Term,8005
37.25217,-107.07899,61328,PAGOSA SPRINGS MEDICAL CENTER,95 SOUTH PAGOSA BOULEVARD,PAGOSA SPRINGS,81147,Critical Access Hospitals,8007
37.40417,-102.61217,61311,SOUTHEAST COLORADO HOSPITAL,373 E TENTH AVE,SPRINGFIELD,81073,Critical Access Hospitals,8009
40.01607,-105.23634,60027,FOOTHILLS HOSPITAL,4747 ARAPAHOE AVE,BOULDER,80303,Short Term,8013
40.18225,-105.12573,60003,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVE,LONGMONT,80501,Short Term,8013
39.95178,-105.15112,60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DR,LOUISVILLE,80027,Short Term,8013
26.72529,-80.0516,60116,GOOD SAMARITAN MEDICAL CENTER,200 EXEMPLA CIR,LAFAYETTE,80026,Short Term,8013
39.95572,-104.99199,60104,ST ANTHONY NORTH HEALTH CAMPUS,14300 ORCHARD PKWY,WESTMINSTER,80023,Short Term,8014
38.54306,-106.00952,61322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,1000 RUSH DR,SALIDA,81201,Critical Access Hospitals,8015
38.82557,-102.35529,61343,KEEFE MEMORIAL HOSPITAL,602 N 6TH W ST,CHEYENNE WELLS,80810,Critical Access Hospitals,8017
37.274934,-105.958451,61308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,19021 US HIGHWAY 285,LA JARA,81140,Critical Access Hospitals,8021
38.74534,-108.04707,60071,DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD ST,DELTA,81416,Short Term,8029
38.03172,-84.5214,60028,SAINT JOSEPH HOSPITAL,1375 E 19TH AVE,DENVER,80218,Short Term,8031
39.739459,-104.942295,60107,NATIONAL JEWISH HEALTH,1400 JACKSON ST,DENVER,80206,Short Term,8031
26.4963,80.2514,60011,DENVER HEALTH MEDICAL CENTER,777 BANNOCK ST,DENVER,80204,Short Term,8031
9.59025,76.5606,62012,PAM SPECIALTY HOSPITAL OF DENVER,1690 N MEADE ST,DENVER,80204,Long Term,8031
39.74658,-104.96672,60014,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,1719 E 19TH AVE,DENVER,80218,Short Term,8031
39.73305,-104.93445,60032,ROSE MEDICAL CENTER,4567 E 9TH AVE,DENVER,80220,Short Term,8031
45.51235,-122.55915,60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,DENVER,80210,Short Term,8031
39.40568,-104.88528,60125,CASTLE ROCK ADVENTIST HOSPITAL,2350 MEADOWS BLVD,CASTLE ROCK,80109,Short Term,8035
39.54891,-104.77116,60114,PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,PARKER,80138,Short Term,8035
39.5292,-104.872,60112,SKY RIDGE MEDICAL CENTER,10101 RIDGEGATE PKWY,LONE TREE,80124,Short Term,8035
39.6434,-106.38219,60096,VAIL HEALTH HOSPITAL,181 W MEADOW DR,VAIL,81657,Short Term,8037
38.91125,-104.81657,60130,UCHEALTH GRANDVIEW HOSPITAL,5623 PULPIT PEAK VIEW,COLORADO SPRINGS,80918,Short Term,8041
38.86559,-104.82181,60031,CENTURA HEALTH-PENROSE-ST FRANCIS HEALTH SERVICES,6001 EAST WOODMEN ROAD,COLORADO SPRINGS,80923,Short Term,8041
38.31288,-104.58148,60022,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,1400 E BOULDER ST,COLORADO SPRINGS,80909,Short Term,8041
38.96735,-104.75459,63303,CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,4090 BRIARGATE PKWY,COLORADO SPRINGS,80920,Childrens Hospitals,8041
38.45513,-105.23006,61344,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,1338 PHAY AVENUE,CANON CITY,81212,Critical Access Hospitals,8043
-22.46471,-44.46424,61317,GRAND RIVER MEDICAL CENTER,501 AIRPORT RD,RIFLE,81650,Critical Access Hospitals,8045
39.53227,-107.32251,60075,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRINGS,81601,Short Term,8045
50.86508,-0.99949,61318,MIDDLE PARK MEDICAL CENTER,214 SOUTH 4TH STREET,KREMMLING,80459,Critical Access Hospitals,8049
39.15624,-111.81636,61320,GUNNISON VALLEY HOSPITAL,711 NORTH TAYLOR ST,GUNNISON,81230,Critical Access Hospitals,8051
37.60096,-104.8313,61316,SPANISH PEAKS REGIONAL HEALTH CENTER,23500 US HWY 160,WALSENBURG,81089,Critical Access Hospitals,8055
39.71622,-105.13005,60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,11600 W 2ND PL,LAKEWOOD,80228,Short Term,8059
39.76783,-105.08892,60009,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,80033,Short Term,8059
39.91051,-105.09118,60129,UCHEALTH BROOMFIELD HOSPITAL,11820 DESTINATION DR,BROOMFIELD,80021,Short Term,8059
45.02052,-93.218,60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 W 2ND PL,LAKEWOOD,80228,Short Term,8059
41.78665,-107.26169,61300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER ST,EADS,81036,Critical Access Hospitals,8061
39.30286,-102.27053,61313,KIT CARSON COUNTY MEMORIAL HOSPITAL,286 16TH ST,BURLINGTON,80807,Critical Access Hospitals,8063
10.30213,123.89503,61319,ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH ST,LEADVILLE,80461,Critical Access Hospitals,8065
37.23638,-107.82604,60013,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,DURANGO,81301,Short Term,8067
37.24826,-107.871,60117,"ANIMAS SURGICAL HOSPITAL, LLC",575 RIVERGATE LN,DURANGO,81301,Short Term,8067
40.4134,-105.05206,60030,MCKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,80538,Short Term,8069
33.1708462,-96.63566152,60126,BANNER FORT COLLINS MEDICAL CENTER,4700 LADY MOON DR,FORT COLLINS,80528,Short Term,8069
40.37163,-105.5159,61312,ESTES PARK MEDICAL CENTER,555 PROSPECT AVE,ESTES PARK,80517,Critical Access Hospitals,8069
40.57176,-105.05557,60010,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,FORT COLLINS,80524,Short Term,8069
40.41555,-104.99799,60119,MEDICAL CENTER OF THE ROCKIES,2500 ROCKY MOUNTAIN AVE,LOVELAND,80538,Short Term,8069
54.05041207,-7.100371055,62017,NORTHERN COLORADO LONG TERM ACUTE HOSP - LONG TERM,4401A UNION ST,JOHNSTOWN,80534,Long Term,8069
37.17278,-104.48738,61321,MT SAN RAFAEL HOSPITAL,410 BENEDICTA AVE,TRINIDAD,81082,Critical Access Hospitals,8071
39.13826,-103.47343,61306,LINCOLN COMMUNITY HOSPITAL,111 6TH ST,HUGO,80821,Critical Access Hospitals,8073
40.61245,-103.22064,60076,STERLING REGIONAL MEDCENTER,615 FAIRHURST ST,STERLING,80751,Short Term,8075
39.16338,-108.73714,61302,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,300 W OTTLEY AVE,FRUITA,81521,Critical Access Hospitals,8077
52.65065,-0.47812,60023,ST MARYS MEDICAL CENTER,2635 N 7TH ST,GRAND JUNCTION,81501,Short Term,8077
32.5343,-85.91222,60054,COMMUNITY HOSPITAL,2351 'G' RD,GRAND JUNCTION,81505,Short Term,8077
-34.91307,138.60052,61314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,CRAIG,81625,Critical Access Hospitals,8081
28.5264,77.08503,61327,SOUTHWEST MEMORIAL HOSPITAL,1311 N MILDRED RD,CORTEZ,81321,Critical Access Hospitals,8083
38.48007,-107.86895,60006,MONTROSE MEMORIAL HOSPITAL,800 S 3RD ST,MONTROSE,81401,Short Term,8085
40.26029,-103.79546,60044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,80701,Short Term,8087
40.25553,-103.64955,61303,EAST MORGAN COUNTY HOSPITAL,2400 W EDISON ST,BRUSH,80723,Critical Access Hospitals,8087
37.97812,-103.54931,61336,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,1100 CARSON AVE,LA JUNTA,81050,Critical Access Hospitals,8089
40.5801,-102.28964,61305,MELISSA MEMORIAL HOSPITAL,1001 E JOHNSON ST,HOLYOKE,80734,Critical Access Hospitals,8095
40.64164,-102.63137,61304,HAXTUN HOSPITAL DISTRICT,235 W FLETCHER ST,HAXTUN,80731,Critical Access Hospitals,8095
39.19059,-106.83882,61324,ASPEN VALLEY HOSPITAL,401 CASTLE CREEK RD,ASPEN,81611,Critical Access Hospitals,8097
38.0701,-102.61095,61323,PROWERS MEDICAL CENTER,401 KENDALL DR,LAMAR,81052,Critical Access Hospitals,8099
38.28184,-104.61257,60020,"PARKVIEW MEDICAL CENTER, INC",400 W 16TH ST,PUEBLO,81003,Short Term,8101
38.23422,-104.62293,60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,1008 MINNEQUA AVE,PUEBLO,81004,Short Term,8101
40.04642,-107.88103,61325,PIONEERS MEDICAL CENTER,100 PIONEERS MEDICAL CENTER DR,MEEKER,81641,Critical Access Hospitals,8103
40.07954,-108.80661,61307,RANGELY DISTRICT HOSPITAL,225 EAGLE CREST ST,RANGELY,81648,Critical Access Hospitals,8103
37.67435,-106.36427,61301,RIO GRANDE HOSPITAL,310 COUNTY ROAD 14,DEL NORTE,81132,Critical Access Hospitals,8105
40.46377,-106.81422,60049,UCHEALTH YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,80487,Short Term,8107
41.78665,-107.26169,61310,SEDGWICK COUNTY MEMORIAL HOSPITAL,900 CEDAR ST,JULESBURG,80737,Critical Access Hospitals,8115
39.56972,-106.07768,60118,ST ANTHONY SUMMIT MEDICAL CENTER,340 PEAK ONE DR,FRISCO,80443,Short Term,8117
38.97394,-105.07432,61326,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,16420 W US HIGHWAY 24,WOODLAND PARK,80863,Critical Access Hospitals,8119
40.203914,-105.125389,60128,LONGS PEAK HOSPITAL,1750 E KEN PRATT BLVD,LONGMONT,80504,Short Term,8123
40.39078,-104.79036,60131,UCHEALTH GREELEY HOSPITAL,6767 W 29TH ST,GREELEY,80634,Short Term,8123
40.41481,-104.70891,60001,NORTH COLORADO MEDICAL CENTER,1801 - 16TH ST,GREELEY,80631,Short Term,8123
40.0759,-102.23455,61309,WRAY COMMUNITY DISTRICT HOSPITAL,1017 W 7TH ST,WRAY,80758,Critical Access Hospitals,8125
40.12007,-102.73697,61315,YUMA DISTRICT HOSPITAL,1000 W 8TH AVE,YUMA,80759,Critical Access Hospitals,8125
41.18897,-73.16653,70010,BRIDGEPORT HOSPITAL,267 GRANT STREET,BRIDGEPORT,6610,Short Term,9001
41.03431,-73.6302,70018,GREENWICH HOSPITAL ASSOCIATION -,5 PERRYRIDGE RD,GREENWICH,6830,Short Term,9001
36.41768,-80.23097,70033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,6810,Short Term,9001
52.65532,-0.46981,70006,STAMFORD HOSPITAL,ONE HOSPITAL PLAZA,STAMFORD,6904,Short Term,9001
41.201,-73.20199,70028,ST VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,6606,Short Term,9001
41.11151,-73.42213,70034,NORWALK HOSPITAL,24 STEVENS STREET,NORWALK,6856,Short Term,9001
41.73094,-72.79001,70036,JOHN DEMPSEY HOSPITAL,263 FARMINGTON AVE,FARMINGTON,6032,Short Term,9003
41.77321,-72.6986,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,6105,Short Term,9003
41.78185,-72.5259,70027,MANCHESTER MEMORIAL HOSPITAL,71 HAYNES ST,MANCHESTER,6040,Short Term,9003
41.75368,-72.68187,73300,CONNECTICUT CHILDRENS MEDICAL CENTER,282 WASHINGTON STREET,HARTFORD,6106,Childrens Hospitals,9003
41.75429,-72.67951,70025,HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,6102,Short Term,9003
41.66148,-72.78659,70035,"HOSPITAL OF CENTRAL CONNECTICUT, THE",100 GRAND STREET,NEW BRITAIN,6050,Short Term,9003
41.67631,-72.93567,70029,BRISTOL HOSPITAL,41 BREWSTER RD,BRISTOL,6010,Short Term,9003
41.689287,-72.802192,72004,HOSPITAL FOR SPECIAL CARE,2150 CORBIN AVE,NEW BRITAIN,6050,Long Term,9003
41.88021,-73.4818,70004,SHARON HOSPITAL,50 HOSPITAL HILL ROAD,SHARON,6069,Short Term,9005
41.79123,-73.13126,70011,CHARLOTTE HUNGERFORD HOSPITAL,540 LITCHFIELD ST,TORRINGTON,6790,Short Term,9005
41.55419,-72.64726,70020,MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,6457,Short Term,9007
41.55015,-72.80358,70017,MIDSTATE MEDICAL CENTER,435 LEWIS AVENUE,MERIDEN,6450,Short Term,9009
41.33593,-73.08892,70031,GRIFFIN HOSPITAL,130 DIVISION ST,DERBY,6418,Short Term,9009
41.30429,-72.93515,70022,YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,6504,Short Term,9009
45.02736,-84.67741,72003,GAYLORD HOSPITAL INC,GAYLORD FARM RD,WALLINGFORD,6492,Long Term,9009
41.61631413,-72.86769302,70038,"CONNECTICUT HOSPICE INC,THE",100 DOUBLE BEACH ROAD,BRANFORD,6405,Short Term,9009
41.55965,-73.05846,70005,WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,6721,Short Term,9009
33.94666,-83.40512,70016,SAINT MARY'S HOSPITAL,56 FRANKLIN STEET,WATERBURY,6706,Short Term,9009
41.322012,-72.379493,70007,LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,6320,Short Term,9011
41.513597,-72.11682,70024,WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,6360,Short Term,9011
